Food_Item,Calories_per_100g,Protein_per_100g,Carbs_per_100g,Fat_per_100g,Diet_Type,Allergy,Food_Category,Meal_Time,Portion_Size
Cabbage Stir Fry with Tofu,200,15.0,15.0,12.0,Vegan,None,Vegetable,Lunch,1 bowl (200g)
Fruit Smoothie (Banana + Almond Milk),200,5.0,40.0,5.0,Vegan,Nuts,Snack,Snack,1 glass (250ml)
Chapati with Mixed Vegetables,180,7.0,30.0,4.0,Vegetarian,None,Meal,Lunch,1 chapati with 1 bowl vegetables
Baingan Bharta (Smoked Eggplant Curry),100,3.0,15.0,4.0,Vegan,None,Vegetable,Lunch,1 cup (150g)
Cabbage Paratha,280,7.0,45.0,10.0,Vegetarian,None,Meal,Breakfast,2 parathas (200g)
Apple Cinnamon Oats,180,5.0,35.0,3.0,Vegan,None,Grain,Breakfast,1 bowl (200g)
Kale Chips,120,3.0,18.0,6.0,Vegan,None,Snack,Snack,1 serving (50g)
Chicken Breast,165,31.0,0.0,3.6,High-Protein,None,Meat,Lunch,1 breast (200g)
Methi Thepla (Fenugreek Flatbread),140,6.0,25.0,3.0,Vegetarian,Gluten,Grain,Breakfast,1 thepla (100g)
Steamed Veggie Wraps,150,5.0,30.0,4.0,Vegan,None,Vegetable,Lunch,1 wrap (150g)
Sunflower Seeds,165,6.0,7.0,14.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Poha,180,3.0,30.0,5.0,Low-Fat,None,Indian Dish,Breakfast,1 serving (200g)
Vegetable Soup,80,3.0,15.0,1.0,Low-Calorie,None,Soup,Dinner,1 bowl (250g)
Grilled Chicken Breast with Quinoa,250,30.0,20.0,5.0,Non-Vegetarian,None,Protein,Lunch,1 serving (200g)
Cucumber Sandwiches,120,5.0,18.0,3.0,Vegetarian,Gluten,Vegetarian,Snack,2 slices (80g)
Banana Nut Smoothie,250,8.0,40.0,5.0,Vegetarian,None,Fruit,Breakfast,1 glass (250ml)
Flax Seeds,150,5.0,8.0,12.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Sprouts Salad,140,10.0,20.0,4.0,Vegan,None,Legumes,Snack,1 bowl (150g)
Chia Pudding with Berries,180,8.0,20.0,12.0,Vegetarian,Dairy,Dairy,Breakfast,1 cup (150g)
Pesarattu (Green Gram Pancake),250,14.0,30.0,8.0,High-Protein,None,Meal,Breakfast,2 pancakes (200g)
Chia Pudding with Berries,150,6.0,15.0,9.0,Vegan,None,Nuts,Snack,1 cup (150g)
Dal Tadka,150,7.0,25.0,3.0,High-Protein,None,Indian Dish,Lunch,1 bowl (250g)
Walnuts,185,4.0,4.0,18.0,Vegan,Nuts,Nuts,Snack,1 ounce (28g)
Banana Nut Smoothie,250,8.0,40.0,5.0,Vegetarian,None,Fruit,Breakfast,1 glass (250ml)
Pineapple and Cucumber Salad,100,1.0,25.0,1.0,Vegan,None,Fruit,Snack,1 bowl (150g)
Paneer,265,18.0,1.2,20.0,High-Protein,Dairy,Dairy,Lunch,1 serving (200g)
Boiled Eggs,80,7.0,1.0,5.0,High-Protein,Eggs,Protein,Breakfast,1 egg (50g)
Dhokla,120,6.0,22.0,2.0,Vegetarian,Gluten,Grain,Breakfast,2 pieces (100g)
Palak Paneer,250,15.0,20.0,15.0,Vegetarian,Dairy,Meal,Lunch,1 serving (200g)
Roasted Pumpkin Seeds,100,5.0,10.0,7.0,Vegan,None,Nuts,Snack,1 serving (30g)
Smashed Avocado on Toast,210,6.0,18.0,14.0,Vegetarian,Gluten,Nuts,Breakfast,1 slice (100g)
Chickpea Salad,150,8.0,20.0,4.0,Vegan,None,Legumes,Snack,1 bowl (150g)
Sambar (Lentil Soup with Vegetables),250,12.0,45.0,6.0,Vegan,None,Legumes,Lunch,1 bowl (200g)
Baked Chicken Breast,250,40.0,0.0,10.0,High-Protein,None,Meat,Dinner,1 breast (150g)
Baingan Bharta (Smoked Eggplant Curry),100,3.0,15.0,4.0,Vegan,None,Vegetable,Lunch,1 cup (150g)
Chia Pudding with Berries,180,8.0,20.0,12.0,Vegetarian,Dairy,Dairy,Breakfast,1 cup (150g)
Palak Paneer,190,10.0,14.0,10.0,Balanced,Dairy,Indian Dish,Lunch,1 serving (200g)
Baked Tofu with Steamed Veggies,200,18.0,12.0,10.0,Vegan,None,Protein,Lunch,1 serving (200g)
Lentils,116,9.0,20.1,0.4,High-Protein,None,Legume,Lunch,1 cup (200g)
Grilled Chicken Breast with Quinoa,250,30.0,20.0,5.0,Non-Vegetarian,None,Protein,Lunch,1 serving (200g)
Dhokla,120,6.0,22.0,2.0,Vegetarian,Gluten,Grain,Breakfast,2 pieces (100g)
Cabbage Paratha,280,7.0,45.0,10.0,Vegetarian,None,Meal,Breakfast,2 parathas (200g)
Vegetable Soup,70,3.0,10.0,2.0,Vegan,None,Vegetable,Lunch,1 bowl (200g)
Methi Paratha,170,5.0,25.0,4.0,Vegetarian,Gluten,Grain,Breakfast,1 paratha (100g)
Dal Tadka,150,7.0,25.0,3.0,High-Protein,None,Indian Dish,Lunch,1 bowl (250g)
Grilled Tofu Wrap,300,20.0,35.0,10.0,Vegan,Soy,Meal,Lunch,1 wrap (200g)
Grilled Tofu Wrap,300,20.0,35.0,10.0,Vegan,Soy,Meal,Lunch,1 wrap (200g)
Strawberries,50,1.0,12.0,0.5,Vegan,None,Fruit,Snack,1 cup (150g)
Moong Dal Pancakes,150,8.0,25.0,3.0,Vegan,None,Legumes,Breakfast,2 pieces (100g)
Baingan Bharta (Smoked Eggplant Curry),100,3.0,15.0,4.0,Vegan,None,Vegetable,Lunch,1 cup (150g)
Quinoa and Roasted Veggie Bowl,300,12.0,40.0,10.0,Vegan,None,Grain,Lunch,1 bowl (200g)
Flax Seeds,150,5.0,8.0,12.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Carrot Halwa,180,4.0,30.0,5.0,Vegetarian,None,Vegetable,Snack,1 bowl (100g)
Whole Wheat Chapati with Ghee,150,4.0,25.0,5.0,Vegetarian,Gluten,Grain,Lunch,1 chapati (50g)
Sunflower Seeds,165,6.0,7.0,14.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Palak Paneer,250,15.0,20.0,15.0,Vegetarian,Dairy,Meal,Lunch,1 serving (200g)
Tomato,22,1.0,5.0,0.2,Vegan,None,Vegetable,Snack,1 medium (100g)
Greek Yogurt (unsweetened),100,10.0,8.0,5.0,High-Protein,Dairy,Dairy,Snack,1 cup (150g)
Moong Dal Khichdi,200,10.0,30.0,5.0,Vegetarian,None,Meal,Lunch,1 bowl (250g)
Aloo Tikki,180,4.0,35.0,5.0,Vegetarian,None,Vegetable,Snack,2 pieces (100g)
Greek Yogurt with Honey and Walnuts,200,12.0,18.0,10.0,Vegetarian,Dairy,Dairy,Snack,1 cup (150g)
Cabbage and Carrot Salad,80,3.0,18.0,1.0,Vegan,None,Vegetable,Snack,1 bowl (100g)
Grilled Salmon,400,40.0,5.0,25.0,Low-Carb,Fish,Meat,Dinner,1 fillet (200g)
Lentil Salad with Tomatoes,180,10.0,25.0,5.0,Vegan,None,Legumes,Lunch,1 bowl (150g)
Avocado Smoothie,250,5.0,20.0,20.0,Vegan,None,Fruit,Breakfast,1 cup (250g)
Cabbage and Carrot Salad,80,3.0,18.0,1.0,Vegan,None,Vegetable,Snack,1 bowl (100g)
Vegetable Pulao,300,10.0,55.0,7.0,Vegetarian,None,Meal,Lunch,1 plate (250g)
Kale Chips,120,3.0,18.0,6.0,Vegan,None,Snack,Snack,1 serving (50g)
Baked Chicken Breast,250,40.0,0.0,10.0,High-Protein,None,Meat,Dinner,1 breast (150g)
Green Moong Soup,120,8.0,15.0,3.0,Vegan,None,Legumes,Lunch,1 bowl (150g)
Mushroom Curry,130,6.0,15.0,6.0,Vegan,None,Vegetable,Lunch,1 cup (150g)
Quinoa and Roasted Veggie Bowl,300,12.0,40.0,10.0,Vegan,None,Grain,Lunch,1 bowl (200g)
Cucumber,16,0.7,3.8,0.1,Vegan,None,Vegetable,Snack,1 medium (100g)
Pineapple and Cucumber Salad,100,1.0,25.0,1.0,Vegan,None,Fruit,Snack,1 bowl (150g)
Mashed Sweet Potatoes,150,3.0,35.0,2.0,Vegan,None,Side Dish,Dinner,1 serving (200g)
Spaghetti Squash with Marinara Sauce,200,6.0,35.0,5.0,Low-Carb,None,Meal,Dinner,1 serving (250g)
Tofu Stir-Fry with Vegetables,220,20.0,12.0,15.0,High-Protein,Soy,Meal,Lunch,1 bowl (250g)
Grilled Chicken Breast with Quinoa,250,30.0,20.0,5.0,Non-Vegetarian,None,Protein,Lunch,1 serving (200g)
Cauliflower Rice Stir Fry,120,4.0,20.0,6.0,Vegan,None,Vegetable,Lunch,1 bowl (150g)
Berries (Mixed),70,1.0,17.0,0.5,Vegan,None,Fruit,Snack,1 cup (150g)
Tomato,22,1.0,5.0,0.2,Vegan,None,Vegetable,Snack,1 medium (100g)
Spinach and Mushroom Soup,110,6.0,12.0,5.0,Vegetarian,None,Vegetable,Lunch,1 bowl (150g)
Greek Yogurt with Honey and Walnuts,200,12.0,18.0,10.0,Vegetarian,Dairy,Dairy,Snack,1 cup (150g)
Moong Dal Khichdi,200,10.0,30.0,5.0,Vegetarian,None,Meal,Lunch,1 bowl (250g)
Cucumber and Tomato Salad,80,2.0,12.0,2.0,Vegan,None,Vegetable,Snack,1 bowl (100g)
Oats Porridge,150,6.0,30.0,3.0,Vegan,None,Grain,Breakfast,1 bowl (200g)
Mung Bean Salad,180,9.0,30.0,4.0,Vegan,None,Legumes,Lunch,1 bowl (200g)
Dosa with Sambar,350,8.0,45.0,12.0,Vegetarian,None,Meal,Breakfast,2 dosas with 1 cup sambar
Upma,150,4.0,30.0,2.5,Balanced,Gluten,Indian Dish,Breakfast,1 serving (200g)
Quinoa Salad,222,8.0,39.0,3.5,High-Protein,None,Salad,Dinner,1 bowl (250g)
Vegetable Poha,200,6.0,35.0,5.0,Vegan,None,Grain,Breakfast,1 bowl (200g)
Almond Butter Toast,190,6.0,15.0,12.0,Vegetarian,Nuts,Nuts,Breakfast,1 slice (60g)
Oats Upma,180,6.0,30.0,4.0,Vegan,None,Grain,Breakfast,1 bowl (200g)
Quinoa and Black Bean Salad,300,12.0,45.0,8.0,Vegan,None,Grain,Lunch,1 serving (200g)
Tomato,22,1.0,5.0,0.2,Vegan,None,Vegetable,Snack,1 medium (100g)
Boiled Eggs with Spinach,140,12.0,6.0,9.0,Vegetarian,Eggs,Protein,Breakfast,2 eggs (150g)
Vegetable Soup,100,4.0,20.0,2.0,Vegan,None,Vegetable,Snack,1 bowl (200g)
Chia Seed Pudding with Almond Milk,170,6.0,15.0,10.0,Vegan,None,Nuts,Breakfast,1 cup (150g)
Almond Butter Toast,190,6.0,15.0,12.0,Vegetarian,Nuts,Nuts,Breakfast,1 slice (60g)
Avocado and Tomato Toast,220,6.0,22.0,12.0,Vegetarian,Gluten,Fruit,Breakfast,1 slice (80g)
Cucumber Sandwiches,120,5.0,18.0,3.0,Vegetarian,Gluten,Vegetarian,Snack,2 slices (80g)
Oats Porridge,150,6.0,30.0,3.0,Vegan,None,Grain,Breakfast,1 bowl (200g)
Sabudana Khichdi (Tapioca Pearl Stir-fry),200,4.0,40.0,5.0,Vegetarian,None,Grain,Lunch,1 cup (200g)
Chia and Almond Pudding,180,8.0,20.0,12.0,Vegan,Nuts,Nuts,Breakfast,1 cup (150g)
Cucumber Salad with Lemon,30,1.0,7.0,0.0,Vegan,None,Vegetable,Snack,1 bowl (100g)
Apple Cinnamon Oatmeal,150,6.0,25.0,4.0,Vegetarian,Gluten,Grain,Breakfast,1 bowl (200g)
Tandoori Chicken,300,40.0,5.0,10.0,High-Protein,None,Meal,Dinner,1 piece (150g)
Rava Dosa,130,3.0,22.0,4.0,Vegetarian,Gluten,Grain,Breakfast,1 dosa (80g)
Zucchini Noodles with Avocado,180,6.0,10.0,15.0,Vegan,None,Vegetable,Lunch,1 bowl (150g)
Cabbage Stir Fry,100,3.0,12.0,5.0,Vegan,None,Vegetable,Snack,1 bowl (150g)
Pumpkin Seeds,180,9.0,4.0,15.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Sweet Potato Chaat,180,4.0,35.0,3.0,Vegan,None,Vegetable,Snack,1 plate (150g)
Pesarattu (Green Gram Pancake),250,14.0,30.0,8.0,High-Protein,None,Meal,Breakfast,2 pancakes (200g)
Vegetable Pulao,230,6.0,40.0,5.0,Vegetarian,None,Grain,Lunch,1 cup (200g)
Cabbage and Peas Stir-Fry,120,4.0,15.0,4.0,Vegan,None,Vegetable,Snack,1 bowl (150g)
Avocados,240,3.0,12.0,22.0,Healthy Fats,None,Fruit,Snack,1 avocado (150g)
Vegetable Pulao,300,10.0,55.0,7.0,Vegetarian,None,Meal,Lunch,1 plate (250g)
Methi Thepla (Fenugreek Flatbread),140,6.0,25.0,3.0,Vegetarian,Gluten,Grain,Breakfast,1 thepla (100g)
Upma,150,4.0,30.0,2.5,Balanced,Gluten,Indian Dish,Breakfast,1 serving (200g)
Steamed Broccoli with Lemon,60,5.0,10.0,2.0,Vegan,None,Vegetable,Snack,1 bowl (100g)
Kale Salad with Olive Oil,150,4.0,10.0,12.0,Vegan,None,Vegetable,Snack,1 bowl (150g)
Vegetable Stir-Fry,150,5.0,20.0,8.0,Vegan,None,Meal,Dinner,1 bowl (200g)
Tomato and Avocado Salad,160,4.0,15.0,10.0,Vegan,None,Vegetable,Lunch,1 bowl (150g)
Cabbage Stir Fry,100,3.0,12.0,5.0,Vegan,None,Vegetable,Snack,1 bowl (150g)
Cauliflower Rice Stir Fry,120,4.0,20.0,6.0,Vegan,None,Vegetable,Lunch,1 bowl (150g)
Vegetable Soup,80,3.0,15.0,1.0,Low-Calorie,None,Soup,Dinner,1 bowl (250g)
Masoor Dal,230,12.0,35.0,7.0,Vegan,None,Meal,Lunch,1 bowl (200g)
Dal Tadka,150,7.0,25.0,3.0,High-Protein,None,Indian Dish,Lunch,1 bowl (250g)
Chia Seed Pudding,180,5.0,25.0,8.0,Vegan,None,Snack,Snack,1 small bowl (100g)
Pineapple Salad,120,2.0,30.0,0.0,Vegan,None,Fruit,Snack,1 cup (150g)
Dosa with Sambar,350,8.0,45.0,12.0,Vegetarian,None,Meal,Breakfast,2 dosas with 1 cup sambar
Masala Chaas (Spiced Buttermilk),50,3.0,6.0,2.0,Vegetarian,Dairy,Dairy,Snack,1 glass (200ml)
Avocado Smoothie,250,5.0,20.0,20.0,Vegan,None,Fruit,Breakfast,1 cup (250g)
Steamed Veggie Wraps,150,5.0,30.0,4.0,Vegan,None,Vegetable,Lunch,1 wrap (150g)
Baked Salmon with Vegetables,350,30.0,10.0,20.0,Low-Carb,Fish,Meat,Dinner,1 serving (200g)
Grilled Tofu with Veggies,250,18.0,15.0,15.0,Vegan,None,Protein,Lunch,1 bowl (200g)
Dhokla,120,6.0,22.0,2.0,Vegetarian,Gluten,Grain,Breakfast,2 pieces (100g)
Sunflower Seeds,165,6.0,7.0,14.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Baked Sweet Potatoes with Cinnamon,180,3.0,40.0,1.0,Vegan,None,Vegetable,Snack,1 medium potato (150g)
Vegetable Soup,100,4.0,20.0,2.0,Vegan,None,Vegetable,Snack,1 bowl (200g)
Baked Falafel with Tahini Sauce,180,8.0,20.0,8.0,Vegan,None,Legumes,Lunch,1 serving (150g)
Cabbage and Peas Stir-Fry,120,4.0,15.0,4.0,Vegan,None,Vegetable,Snack,1 bowl (150g)
Banana,105,1.3,27.0,0.3,Vegan,None,Fruit,Snack,1 medium (120g)
Mango Chia Pudding,250,6.0,45.0,10.0,Vegan,None,Dessert,Snack,1 small bowl (150g)
Upma,150,4.0,30.0,2.5,Balanced,Gluten,Indian Dish,Breakfast,1 serving (200g)
Quinoa Salad,180,8.0,30.0,5.0,Vegan,None,Grain,Lunch,1 serving (150g)
Aloo Gobi,150,5.0,25.0,7.0,Vegan,None,Meal,Dinner,1 bowl (200g)
Cheese (Cheddar),115,7.0,1.0,9.0,High-Protein,Dairy,Dairy,Snack,1 slice (30g)
Shahi Paneer,450,20.0,25.0,25.0,Vegetarian,Dairy,Meal,Dinner,1 serving (200g)
Masoor Dal (Red Lentil Soup),210,14.0,34.0,3.5,Vegan,None,Legumes,Lunch,1 cup (200g)
Tofu Stir-Fry with Vegetables,220,20.0,12.0,15.0,High-Protein,Soy,Meal,Lunch,1 bowl (250g)
Dhokla,120,6.0,22.0,2.0,Vegetarian,Gluten,Grain,Breakfast,2 pieces (100g)
Moong Dal Pancakes,150,8.0,25.0,3.0,Vegan,None,Legumes,Breakfast,2 pieces (100g)
Lentil Soup,180,12.0,30.0,4.0,Vegan,None,Legumes,Lunch,1 bowl (200g)
Kale Salad with Olive Oil,150,4.0,10.0,12.0,Vegan,None,Vegetable,Snack,1 bowl (150g)
Baked Sweet Potato Fries,150,3.0,30.0,5.0,Vegan,None,Vegetable,Snack,1 serving (100g)
Vegetable Soup,100,4.0,20.0,2.0,Vegan,None,Vegetable,Snack,1 bowl (200g)
Barley Salad with Avocado,230,8.0,35.0,8.0,Vegan,None,Grain,Lunch,1 bowl (200g)
Cucumber Salad with Lemon,30,1.0,7.0,0.0,Vegan,None,Vegetable,Snack,1 bowl (100g)
Banana Nut Smoothie,250,8.0,40.0,5.0,Vegetarian,None,Fruit,Breakfast,1 glass (250ml)
Upma,150,4.0,30.0,2.5,Balanced,Gluten,Indian Dish,Breakfast,1 serving (200g)
Lentil Soup,180,12.0,30.0,4.0,Vegan,None,Legumes,Lunch,1 bowl (200g)
Dal Tadka,150,7.0,25.0,3.0,High-Protein,None,Indian Dish,Lunch,1 bowl (250g)
Moong Dal Khichdi,200,10.0,30.0,5.0,Vegetarian,None,Meal,Lunch,1 bowl (250g)
Dhokla,120,6.0,22.0,2.0,Vegetarian,Gluten,Grain,Breakfast,2 pieces (100g)
Cauliflower Rice Stir Fry,120,4.0,20.0,6.0,Vegan,None,Vegetable,Lunch,1 bowl (150g)
Chia Seeds,138,5.0,12.0,9.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Cabbage Poriyal,150,5.0,20.0,8.0,Vegan,None,Meal,Dinner,1 serving (200g)
Boiled Corn on the Cob,150,5.0,30.0,2.0,Vegan,None,Vegetable,Snack,1 cob (150g)
Cabbage Stir Fry with Tofu,200,15.0,15.0,12.0,Vegan,None,Vegetable,Lunch,1 bowl (200g)
Baked Falafel with Tahini Sauce,180,8.0,20.0,8.0,Vegan,None,Legumes,Lunch,1 serving (150g)
Spinach,7,0.9,1.0,0.1,Vegan,None,Vegetable,Snack,1 cup (30g)
Avocado and Tomato Toast,220,6.0,22.0,12.0,Vegetarian,Gluten,Fruit,Breakfast,1 slice (80g)
Cucumber Salad with Olive Oil,100,2.0,15.0,7.0,Vegan,None,Snack,Snack,1 serving (100g)
Avocado Toast,350,7.0,40.0,20.0,Vegetarian,None,Snack,Snack,1 slice (100g)
Quinoa and Black Bean Salad,300,12.0,45.0,8.0,Vegan,None,Grain,Lunch,1 serving (200g)
Boiled Eggs with Spinach,140,12.0,6.0,9.0,Vegetarian,Eggs,Protein,Breakfast,2 eggs (150g)
Paneer,265,18.0,1.2,20.0,High-Protein,Dairy,Dairy,Lunch,1 serving (200g)
Vegetable Samosa,200,5.0,25.0,10.0,Vegetarian,None,Snack,Snack,1 piece (50g)
Vegetable Soup,100,4.0,20.0,2.0,Vegan,None,Vegetable,Snack,1 bowl (200g)
Cabbage and Peas Stir-Fry,120,4.0,15.0,4.0,Vegan,None,Vegetable,Snack,1 bowl (150g)
Gajar Halwa (Carrot Pudding),350,5.0,50.0,15.0,Vegetarian,Dairy,Dessert,Snack,1 small bowl (100g)
Flax Seeds,150,5.0,8.0,12.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Boiled Eggs with Spinach,140,12.0,6.0,9.0,Vegetarian,Eggs,Protein,Breakfast,2 eggs (150g)
Sabudana Khichdi (Tapioca Pearl Stir-fry),200,4.0,40.0,5.0,Vegetarian,None,Grain,Lunch,1 cup (200g)
Boiled Eggs with Spinach,140,12.0,6.0,9.0,Vegetarian,Eggs,Protein,Breakfast,2 eggs (150g)
Lentil Soup,180,12.0,30.0,3.0,Vegan,None,Meal,Lunch,1 bowl (250g)
Apple,95,0.5,25.0,0.3,Vegan,None,Fruit,Snack,1 medium (150g)
Sunflower Seeds,165,6.0,7.0,14.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Eggs,155,13.0,1.1,10.6,High-Protein,None,Protein,Breakfast,2 eggs (140g)
Methi Thepla,150,5.0,25.0,4.0,Vegetarian,Gluten,Grain,Breakfast,1 thepla (80g)
Moong Dal Khichdi,200,10.0,30.0,5.0,Vegetarian,None,Meal,Lunch,1 bowl (250g)
Lentil Salad with Tomatoes,180,10.0,25.0,5.0,Vegan,None,Legumes,Lunch,1 bowl (150g)
Grilled Tofu Wrap,300,20.0,35.0,10.0,Vegan,Soy,Meal,Lunch,1 wrap (200g)
Spinach and Tomato Omelette,180,14.0,8.0,12.0,Vegetarian,Eggs,Protein,Breakfast,1 omelette (150g)
Cabbage Sabzi (Stir-Fried Cabbage),100,4.0,15.0,3.0,Vegan,None,Vegetable,Lunch,1 cup (150g)
Chia and Almond Pudding,180,8.0,20.0,12.0,Vegan,Nuts,Nuts,Breakfast,1 cup (150g)
Banana,89,1.1,22.8,0.3,Low-Calorie,None,Fruit,Morning Snack,1 banana (120g)
Cucumber Salad with Olive Oil,100,2.0,15.0,7.0,Vegan,None,Snack,Snack,1 serving (100g)
Mung Bean Salad,180,12.0,30.0,3.0,Vegan,None,Snack,Snack,1 small bowl (100g)
Banana,105,1.3,27.0,0.3,Vegan,None,Fruit,Snack,1 medium (120g)
Vegetable Stir-Fry,150,5.0,20.0,8.0,Vegan,None,Meal,Dinner,1 bowl (200g)
Cashews,157,5.0,9.0,12.0,Vegan,Nuts,Nuts,Snack,1 ounce (28g)
Aloo Methi Paratha,170,5.0,25.0,4.0,Vegetarian,Gluten,Grain,Breakfast,1 paratha (100g)
Baked Sweet Potato Fries,150,3.0,30.0,5.0,Vegan,None,Vegetable,Snack,1 serving (100g)
Mango Chia Pudding,250,6.0,45.0,10.0,Vegan,None,Dessert,Snack,1 small bowl (150g)
Chia Seeds,138,5.0,12.0,9.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Shahi Paneer,450,20.0,25.0,25.0,Vegetarian,Dairy,Meal,Dinner,1 serving (200g)
Boiled Eggs with Spinach,140,12.0,6.0,9.0,Vegetarian,Eggs,Protein,Breakfast,2 eggs (150g)
Tomato,22,1.0,5.0,0.2,Vegan,None,Vegetable,Snack,1 medium (100g)
Avocado Toast,350,7.0,40.0,20.0,Vegetarian,None,Snack,Snack,1 slice (100g)
Cabbage Stir Fry with Tofu,200,15.0,15.0,12.0,Vegan,None,Vegetable,Lunch,1 bowl (200g)
Lentil Salad with Tomatoes,180,10.0,25.0,5.0,Vegan,None,Legumes,Lunch,1 bowl (150g)
Pineapple Salad,120,2.0,30.0,0.0,Vegan,None,Fruit,Snack,1 cup (150g)
Palak (Spinach) Paratha,150,5.0,25.0,3.0,Vegetarian,Gluten,Grain,Breakfast,1 paratha (100g)
Shahi Paneer,450,20.0,25.0,25.0,Vegetarian,Dairy,Meal,Dinner,1 serving (200g)
Apple Cinnamon Oatmeal,150,6.0,25.0,4.0,Vegetarian,Gluten,Grain,Breakfast,1 bowl (200g)
Baked Salmon with Spinach,300,20.0,10.0,20.0,Non-Vegetarian,Fish,Protein,Lunch,1 serving (200g)
Avocado,160,2.0,9.0,15.0,Low-Carb,None,Fruit,Breakfast,1/2 avocado (100g)
Mung Bean Salad,180,12.0,30.0,3.0,Vegan,None,Snack,Snack,1 small bowl (100g)
Cabbage Sabzi (Stir-Fried Cabbage),100,4.0,15.0,3.0,Vegan,None,Vegetable,Lunch,1 cup (150g)
Flax Seeds,150,5.0,8.0,12.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Coconut Chips,200,2.0,10.0,18.0,Vegan,None,Snack,Snack,1 ounce (28g)
Avocado Toast,350,7.0,40.0,20.0,Vegetarian,None,Snack,Snack,1 slice (100g)
Cucumber Raita,60,3.0,6.0,2.0,Vegetarian,Dairy,Dairy,Lunch,1 cup (150g)
Pumpkin Seeds,180,9.0,4.0,15.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Chicken Salad,300,30.0,5.0,15.0,Low-Carb,None,Protein,Lunch,1 bowl (200g)
Dal Tadka,150,7.0,25.0,3.0,High-Protein,None,Indian Dish,Lunch,1 bowl (250g)
Tandoori Chicken,300,40.0,5.0,10.0,High-Protein,None,Meal,Dinner,1 piece (150g)
Methi Paratha,170,5.0,25.0,4.0,Vegetarian,Gluten,Grain,Breakfast,1 paratha (100g)
Carrot,41,0.9,10.0,0.2,Vegan,None,Vegetable,Snack,1 medium (60g)
Mung Bean Salad,180,9.0,30.0,4.0,Vegan,None,Legumes,Lunch,1 bowl (200g)
Methi Dal,210,12.0,35.0,6.0,Vegan,None,Meal,Lunch,1 bowl (200g)
Apple Cinnamon Oats,180,5.0,35.0,3.0,Vegan,None,Grain,Breakfast,1 bowl (200g)
Greek Yogurt with Honey and Walnuts,200,12.0,18.0,10.0,Vegetarian,Dairy,Dairy,Snack,1 cup (150g)
Chia Seeds,138,5.0,12.0,9.0,Vegan,None,Seeds,Snack,1 ounce (28g)
Mung Bean Salad,180,12.0,30.0,3.0,Vegan,None,Snack,Snack,1 small bowl (100g)
Almonds,576,21.2,21.6,49.9,High-Fat,None,Nuts,Afternoon Snack,1 handful (30g)
Vegetable Samosa,200,5.0,25.0,10.0,Vegetarian,None,Snack,Snack,1 piece (50g)
Tandoori Chicken (Grilled Chicken),200,30.0,4.0,8.0,Non-Vegetarian,None,Protein,Dinner,1 piece (150g)
Aloo Gobi,150,5.0,25.0,7.0,Vegan,None,Meal,Dinner,1 bowl (200g)
Tomato,22,1.0,5.0,0.2,Vegan,None,Vegetable,Snack,1 medium (100g)
Upma,150,4.0,30.0,2.5,Balanced,Gluten,Indian Dish,Breakfast,1 serving (200g)
Moong Dal Pancakes,150,8.0,25.0,3.0,Vegan,None,Legumes,Breakfast,2 pieces (100g)
Baked Sweet Potatoes with Cinnamon,180,3.0,40.0,1.0,Vegan,None,Vegetable,Snack,1 medium potato (150g)
Broccoli and Tofu Stir Fry,220,15.0,20.0,10.0,Vegan,None,Protein,Lunch,1 bowl (200g)
Tomato,22,1.0,5.0,0.2,Vegan,None,Vegetable,Snack,1 medium (100g)
Fruit Chaat,100,2.0,25.0,0.0,Vegan,None,Fruit,Snack,1 cup (150g)
Carrot Halwa,180,4.0,30.0,5.0,Vegetarian,None,Vegetable,Snack,1 bowl (100g)
Masala Chaas (Spiced Buttermilk),50,3.0,6.0,2.0,Vegetarian,Dairy,Dairy,Snack,1 glass (200ml)
Broccoli and Tofu Stir Fry,220,15.0,20.0,10.0,Vegan,None,Protein,Lunch,1 bowl (200g)
Khandvi (Savory Gram Flour Rolls),130,5.0,20.0,4.0,Vegetarian,Gluten,Grain,Snack,2 pieces (80g)
Green Beans,31,2.0,7.0,0.1,Vegan,None,Vegetable,Snack,1 cup (125g)
Cabbage Poriyal,150,5.0,20.0,8.0,Vegan,None,Meal,Dinner,1 serving (200g)
Coconut Chia Pudding,150,6.0,15.0,9.0,Vegan,None,Nuts,Snack,1 cup (150g)
Greek Yogurt with Berries,150,10.0,15.0,4.0,Vegetarian,Dairy,Dairy,Snack,1 cup (150g)
Oranges,62,1.2,15.4,0.2,Vegan,None,Fruit,Snack,1 medium (130g)
Moong Dal Chilla (Yellow Lentil Pancake),180,12.0,25.0,5.0,Vegan,None,Legumes,Breakfast,2 pieces (100g)
Quinoa and Black Bean Salad,300,12.0,45.0,8.0,Vegan,None,Grain,Lunch,1 serving (200g)
